QTY,MAKE,PART NUMBER,PRODUCT NAME,DESCRIPTION,SERIAL,NOTE,SHELF,URL
1,LEGRAND,,USB 2.0 OVER CAT5 SUPERBOOSTER DONGLE KIT ,USB 2.0 Extender over Cat5 cable,,,Z1,avidexloanerlistfremont.pythonanywhere.com/179/
2,LG,RU-15LA70C,LG Monitors,"LG RU-15LA70C 15.1 inch HDTV LCD Monitor with speakers, table stand and built-in NTSC tuner",,,Y4,avidexloanerlistfremont.pythonanywhere.com/180/
3,Liberty AV Solutions,014 46 16 214,Hybrid Fiber HDMI,"HDMI Active Optical Cables
",,,Y3,avidexloanerlistfremont.pythonanywhere.com/181/
1,Life Size ,1000-0000-0234,Cam200 power supply,LIFESIZE CAMERA SPARE/REPLACEMENT POWER SUPPLY,,life size powersupply,Y0,avidexloanerlistfremont.pythonanywhere.com/182/
1,Life Size ,1000-0000-0759,Link Cable,Lifesize Link Cable – 9M,,life size cable link,Y0,avidexloanerlistfremont.pythonanywhere.com/183/
1,LOGITECH,952-000033,,Logitech Switch Hub,,logitech swytcher,Y0,avidexloanerlistfremont.pythonanywhere.com/184/
1,LOGITECH,BCC950,CONFERENCE,Logitech BCC950 All-In-One Webcam and Speakerphone,,,Y3,avidexloanerlistfremont.pythonanywhere.com/185/
1,LOGITECH,BCC950,CONFERENCE CAMERA,Logitech BCC950 All-In-One Webcam and Speakerphone,,,Y0,avidexloanerlistfremont.pythonanywhere.com/186/
1,MARSHALL,CV3335 - CS-HDMI Camera,,CV335-CS 2MP HDMI/HD-SDI Mini-Box 1080p/720p Camera,,black box,Y0,avidexloanerlistfremont.pythonanywhere.com/187/
4,Marshall,PS12U,Marshall power supply,Marshall Electronics 12 VDC 2.0A Universal Power Adapter with Lock,,,Y3,avidexloanerlistfremont.pythonanywhere.com/188/
1,MARSHALL ELECTRONICS,M-LYNX-702,,"7"" Rackmountable 1280 x 800 LCD Display
",,,Z6,avidexloanerlistfremont.pythonanywhere.com/189/
1,MARSHALL ELECTRONICS,V-LCD173HR,,"17.3"" Professional LCD Rack Mount / Desktop Monitor",,,10,avidexloanerlistfremont.pythonanywhere.com/190/
1,MIDDLE ATLANTIC,PB-915R,,"Rackmount Power, 9 Outlet, 15A with Series Surge Protection - DISCONTINUED",,,10,avidexloanerlistfremont.pythonanywhere.com/191/
1,MIDDLE ATLANTIC,QBP-2,,"Middle Atlantic QBP-2 Quiet Blower Panel (1 RU, Black Powder Coat)",,,10,avidexloanerlistfremont.pythonanywhere.com/192/
1,MIDDLE ATLANTIC`,QBP-2,,"Middle Atlantic QBP-2 Quiet Blower Panel (1 RU, Black Powder Coat)",,,Z1,avidexloanerlistfremont.pythonanywhere.com/193/
1,NEC,NP06LP,Lamp Unit,Projector Lamp NEC NP06LP/60002234/NP06LP+ Original Lamp,,NEC,Y1,avidexloanerlistfremont.pythonanywhere.com/194/
1,NEC,NP42LP,Lamp Unit,NEC NP42LP Projector Lamp with Module,,NEC,Y1,avidexloanerlistfremont.pythonanywhere.com/195/
1,NEC ,P06FT,Filter,REPLACEMENT FILTER for NEC Projector,,NEC,Y1,avidexloanerlistfremont.pythonanywhere.com/196/
1,NEC ,"PX700W, X800X",COLOR WHEEL,"7000-LUMEN WIDESCREEN PROFESSIONAL INSTALLATION PROJECTOR Color Wheel
Discontinued ",,,Y1,avidexloanerlistfremont.pythonanywhere.com/197/
1,NEC ,PX7500,COLOR WHEEL,"7500-LUMEN WIDESCREEN PROFESSIONAL INSTALLATION PROJECTOR Color Wheel
Discontinued",,NEC,Y1,avidexloanerlistfremont.pythonanywhere.com/198/
1,PAKEDGE,IN1606,,?,,,Z6,avidexloanerlistfremont.pythonanywhere.com/199/
1,Panasonic,ET-LAD60AW,Replacement Lamp,"Panasonic Replacement Projector Lamp
",,,Y3,avidexloanerlistfremont.pythonanywhere.com/200/
1,PANASONIC,ET-LAD60AW,,"Panasonic Replacement Projector Lamp
",,,B4,avidexloanerlistfremont.pythonanywhere.com/201/
1,Panasonic,TKGF0156-3,Projector Zoom Lens,Panasonic Projector Standard Zoom Lens,,,Y3,avidexloanerlistfremont.pythonanywhere.com/202/
1,PLANAR,MX55HDU-L,CLARITY MATRIX WITH G2,"55"" Diagonal Class LED-backlit LCD display
digital signage
1080p (Full HD) 1920 x 1080",,,LEFTFLOOR,avidexloanerlistfremont.pythonanywhere.com/203/
1,POLYCOM,0A3FCB,WIDE ANGLE LENS,? Polycom EagleEye IV 12x Wide Angle Lens,,,Y2,avidexloanerlistfremont.pythonanywhere.com/204/
1,POLYCOM,D2201-33160-001,,"Polycom 2201-33160-001 Sound-Structure C16 Audio Conference Processor
",,,B3,avidexloanerlistfremont.pythonanywhere.com/205/
1,Polycom,MPTZ-10,,Polycom EagleEye IV Conferencing Camera,,,Y2,avidexloanerlistfremont.pythonanywhere.com/206/
1,Polycom,MPTZ-5N,,Polycom MPTZ-5N PowerCam Video Conferencing Camera,,,Y2,avidexloanerlistfremont.pythonanywhere.com/207/
1,Polycom,MPTZ-5N,,"Polycom MPTZ-5N PowerCam Video Conferencing Camera
",,,Y2,avidexloanerlistfremont.pythonanywhere.com/208/
1,Polycom,MPTZ-6,,Polycom Mptz-6 Eagle Eye 720p HD Conference Camera 1624-23412-001,,,Y2,avidexloanerlistfremont.pythonanywhere.com/209/
1,POLYCOM,U2201-12280-001,,Teleconferencing Unit,,,Y2,avidexloanerlistfremont.pythonanywhere.com/210/
1,POLYCOM,,EAGLE EYE DIRECTOR ,EagleEye Director II Video Conference Equipment,,NOT IN BOX,14,avidexloanerlistfremont.pythonanywhere.com/211/
1,POLYCOM,,HDX MIC ARRAY POD,Polycom HDX Mica Microphone Array,821408062EE7C5,,Y2,avidexloanerlistfremont.pythonanywhere.com/212/
1,POLYCOM,,TABLE MIC,POLYCOM	TABLE MIC,82133400669CD2,,Y2,avidexloanerlistfremont.pythonanywhere.com/213/
1,Prysm,S50150581,Prysm Monitor Spare,Prysm Monitor Spare,,,Y4,avidexloanerlistfremont.pythonanywhere.com/214/
1,QSC,CX302V,,"CX 2-channel
Professional Power Amplifiers",,,15,avidexloanerlistfremont.pythonanywhere.com/215/
1,QSC,FG90141000,AXP20,ATTEROTECH AXIOM Audio Extension I/O Modules,,,?,avidexloanerlistfremont.pythonanywhere.com/216/
1,QSC,,CORE 110F,QSC Q-SYS Core 110F 128x128 Networked Audio Channels Processor FG-118041-00,,,15,avidexloanerlistfremont.pythonanywhere.com/217/
1,Rapid Run,42223,HDMI,"Rapidrun Digital Voltage Inserter
",,,Y1,avidexloanerlistfremont.pythonanywhere.com/218/
1,RCI Custom,AV1004-200304PB-1,BK TXM 100,?,,,Y3,avidexloanerlistfremont.pythonanywhere.com/219/
2,RDL,FP-BUC2,,Radio Design Labs RDL FP-BUC2 Balanced to Unbalanced Converter,,,Y3,avidexloanerlistfremont.pythonanywhere.com/220/
1,REVOLABS,01-EXESYS-BLK-NM,Revolabs 01-EXESYS-BLK-NM Solo Executive Elite DSP 8-Channel Wireless Conference Microphone System without Mics,Revolabs 01-EXESYS-BLK-NM Solo Executive Elite DSP 8-Channel Wireless Conference Microphone System without Mics,,,Z6,avidexloanerlistfremont.pythonanywhere.com/221/
1,REVOLABS,01-HDEXEMIC-11,Revolabs Executive HD Wearable Wireless Microphone with Clip,Revolabs Executive HD Wearable Wireless Microphone with Clip,,,Z6,avidexloanerlistfremont.pythonanywhere.com/222/
1,REVOLABS,HD-XLR-MIC,,Revolabs HD XLR Universal Wireless Adapter for Handheld Microphones,,,Z6,avidexloanerlistfremont.pythonanywhere.com/223/
1,SAMSUNG,UN60H6350,,"60"" Smart 1080p LED HDTV",,,LEFTFLOOR,avidexloanerlistfremont.pythonanywhere.com/224/
1,SAMSUNG,QM43N,,"Samsung QM43N 43"" professional display",,,LEFTFLOOR,avidexloanerlistfremont.pythonanywhere.com/225/
1,SHURE,EZO/W,,"EASYFLEX MICROPHONE LINE DISCONTINUED
",,,12,avidexloanerlistfremont.pythonanywhere.com/226/
1,SHURE,MWX1/O Z10,,hybrid bodypack transmitter compatible with Microflex Wireless systems,,NOT IN BOX,13,avidexloanerlistfremont.pythonanywhere.com/227/
1,SHURE,MX396,,MX396 - Microflex® Multi-Element Boundary Microphone - Shure USA,,,12,avidexloanerlistfremont.pythonanywhere.com/228/
1,SHURE,MXW1/O Z10,,hybrid bodypack transmitter compatible with Microflex Wireless systems,,IN BAG,13,avidexloanerlistfremont.pythonanywhere.com/229/
1,SHURE,MXW2 Z10,BETA 58A,MXW2/BETA58 - Handheld Transmitter with Beta 58A Capsule - Shure USA,,NOT IN BOX,13,avidexloanerlistfremont.pythonanywhere.com/230/
1,SHURE,MXW2 Z10,,MXW2/BETA58 - Handheld Transmitter with Beta 58A Capsule - Shure USA,,IN BAG,13,avidexloanerlistfremont.pythonanywhere.com/231/
1,SHURE,MXW8 Z10,,MXW8 - Desktop Base Gooseneck Transmitter - Shure USA,,NOT IN BOX,13,avidexloanerlistfremont.pythonanywhere.com/232/
1,SHURE,MXWANI8,,MXWANI8 - Audio Network Interface - Shure USA,,NOT IN BOX,13,avidexloanerlistfremont.pythonanywhere.com/233/
1,SHURE,MXWAPT8 Z10,,MXWAPT8 - Access Point Transceiver - Shure USA,,NOT IN BOX,13,avidexloanerlistfremont.pythonanywhere.com/234/
1,SHURE,MXWNCS2,,MXWNCS2 - Two-Channel Networked Charging Station - Shure USA,,NOT IN BOX,13,avidexloanerlistfremont.pythonanywhere.com/235/
1,SHURE,MXWNCS8,,MXWNCS8 - Networked Charging Station - Shure USA,,NOT IN BOX,13,avidexloanerlistfremont.pythonanywhere.com/236/
1,SHURE,POWER SUPPLIES,,SHURE	POWER SUPPLIES,,BARREL AND BNC CONNECTORS,13,avidexloanerlistfremont.pythonanywhere.com/237/
1,SHURE,PS21US,,"In-line power supply (230V) for 200M, FP22, FP24, FP33 Mixer, SLX4, PGX4, ET4, EUT4, PG4 and PG88 receiver. DISCONTINUED",,,12,avidexloanerlistfremont.pythonanywhere.com/238/
1,SHURE,R185W-A,,"Cardioid replacement cartridge for Microflex-series lavalier, boundary, gooseneck, and overhead microphones equipped with interchangeable cartridge.",,,13,avidexloanerlistfremont.pythonanywhere.com/239/
1,SHURE,SCM800,,Shure SCM800 8 Channel Microphone Mixer,,,11,avidexloanerlistfremont.pythonanywhere.com/240/
1,SHURE,U8221,,25-foot coaxial cable offers BNC to BNC connection.,,,12,avidexloanerlistfremont.pythonanywhere.com/241/
1,SHURE,UA834WB,,"In-Line Antenna Amplifier. The Shure UA834 is a low-noise, in-line VHF and UHF antenna amplifier. It is intended for remote-mounting antennas to a Shure receiver or Model UA845UWB, or UA844+ distribution amplifier in a large installation.
",,,12,avidexloanerlistfremont.pythonanywhere.com/242/
1,SHURE,UA864US,,Wall-Mounted Wideband Antenna,,,12,avidexloanerlistfremont.pythonanywhere.com/243/
1,SHURE,WL184,,Supercardioid TQG Lavalier Microphone,,,12,avidexloanerlistfremont.pythonanywhere.com/244/
1,SHURE,WL185,,Cardioid TQG Lavalier Microphone,,,12,avidexloanerlistfremont.pythonanywhere.com/245/
2,Sound Structure,2200-35005-001,SoundStructure Voip interface,SoundStructure Voip interface,,,Y3,avidexloanerlistfremont.pythonanywhere.com/246/
2,Sound Structure,RC4-HE,,Sound Control Technologies’ RemoteCam4™ camera integration kit,,,Y3,avidexloanerlistfremont.pythonanywhere.com/247/
1,SURGE-X,SU-1000LI,,"Line Interactive 1000VA UPS with Automatic
Voltage Regulation
Surge Eliminator / Power Conditioner",,,B5,avidexloanerlistfremont.pythonanywhere.com/248/
3,Symetrix,ARC-EX4E,"Adaptive Remote Control Wallplate for Symnet, Expansion","Adaptive Remote Control Wallplate for Symnet, Expansion",,,Y3,avidexloanerlistfremont.pythonanywhere.com/249/
1,Tandberg ,Percision HD 1080p,,Tandberg PrecisionHD USB Video Camera ,A1AB03E00577,,Y0,avidexloanerlistfremont.pythonanywhere.com/250/
1,UNKNOWN,6103469034,BOX FILTER ASSEMBLY,Replacement Projector Filter Cartridge (Auto Rolling Filter),,brand unknown,,avidexloanerlistfremont.pythonanywhere.com/251/
4,unknown,IRP2 - 6500126,IR Bug,IR Emitter Probe w/Terminal Block Connector,,,Y3,avidexloanerlistfremont.pythonanywhere.com/252/
1,UNKNOWN,,LIFTING BAR,,,UNKNOWN USE ,B4,avidexloanerlistfremont.pythonanywhere.com/253/
1,,NMB-MAT FBA08A12L DC12V 0.1A,RACK FAN UNIT,"80 x 80 x 25.5mm Axial Fan 12V DC 0.1A 1.2W NMB-MAT FBA08A12L 24 CFM 21 dBA
",,,Z1,avidexloanerlistfremont.pythonanywhere.com/254/
1,,,USB 3.0 ACTIVE EXTENSION CABLE 5GBPS W POWER SUPPLY,,,MISC BOX,B6,avidexloanerlistfremont.pythonanywhere.com/255/
